Season,Player,Nation,Pos,Age,fbref_ID
2019,Jefferson Savarino,VEN,FWMF,22,91721722
2019,Tate Schmitt,USA,FW,21,fa21bbc8
2019,Rasmus Schüller,FIN,MFFW,27,0e624c72
2019,Bastian Schweinsteiger,GER,DFMF,34,ccc22fea
2019,Eddie Segura,COL,DF,21,c70e3fe0
2019,Ulises Segura,CRC,FWDF,25,23d2e1db
2019,Chris Seitz,USA,GK,31,8b388dd5
2019,Amar Sejdic,USA,MF,22,43ca2019
2019,Dillon Serna,USA,DFMF,24,c57a3d03
2019,Brandon Servania,USA,MF,19,4d825a2d
2019,Jacob Shaffelburg,CAN,MFFW,19,339a2561
2019,Brek Shea,USA,DF,28,adb6ae24
2019,Andre Shinyashiki,BRA,FWMF,23,8c395868
2019,Harry Shipp,USA,FWMF,27,77c62610
2019,Shamit Shome,CAN,MF,21,94d98e8d
2019,Danilo da Silva,BRA,DF,32,1286ba63
2019,Marcelo Silva,URU,DF,29,b9596515
2019,Josh Sims,ENG,FW,21,6d6f09dc
2019,Seth Sinovic,USA,DF,32,55328176
2022,Pablo Sisniega,MEX,GK,27,550557e1
2019,Axel Sjöberg,SWE,DF,27,d7eb2464
2019,Jørgen Skjelvik,NOR,DF,27,7bfd96fd
2019,Brad Smith,AUS,DF,24,c76c717c
2019,Graham Smith,USA,DF,23,ae3330d0
2019,Kyle Smith,USA,DF,27,9e6b2ec3
2019,Tommy Smith,NZL,DF,28,26a48676
2019,Eduardo Sosa,VEN,MFFW,21,b799f70d
2019,Caleb Stanko,USA,MF,25,381e52af
2019,Zack Steffen,USA,GK,23,42130443
2019,Daniel Steres,USA,DF,28,17c03c76
2019,Zoltán Stieber,HUN,FWMF,30,495b10e2
2019,Aljaž Struna,SVN,DF,28,b82c2982
2019,Brad Stuver,USA,GK,27,6a1940d5
2019,Scott Sutter,SUI,DF,32,b58f5f17
2019,Gustav Svensson,SWE,MF,31,733713ef
2019,Ben Sweat,USA,DF,27,6937b1ac
2019,Ballou Tabla,CAN,MFFW,19,018bd079
2019,Saphir Taïder,ALG,MFFW,26,a12d0c05
2019,Ismael Tajouri-Shradi,LBY,FWMF,24,ef4249ff
2019,Amro Tarek,EGY,DF,26,52c930c0
2019,Russell Teibert,CAN,MF,26,674befe9
2019,Ryan Telfer,TRI,MF,24,a5333872
2019,Tommy Thompson,USA,DF,23,5f6c69d8
2019,Anton Tinnerholm,SWE,DF,27,0fe96099
2019,Donny Toia,USA,DF,26,d286f965
2019,Nouhou Tolo,CMR,DF,21,0796512f
2019,Román Torres,PAN,DF,32,9787f0ad
2019,Mason Toye,USA,FW,20,0aa41f67
2019,Diedie Traoré,FRA,DF,20,891c8d00
2019,Wil Trapp,USA,MF,26,9bf9391c
2019,Auston Trusty,USA,DF,20,cddf767b
2019,Bill Tuiloma,NZL,DF,23,bf547c54
2019,Matt Turner,USA,GK,24,4a51ba65
2019,Ema Twumasi,GHA,DFMF,21,9ca4b140
2019,Przemyslaw Tyton,POL,GK,32,1fa85681
2019,Victor Ulloa,USA,MF,26,e7056f05
2019,Maximiliano Urruti,ARG,FW,27,6c8fb474
2019,Zarek Valentin,PUR,DF,27,f0d23e7b
2019,Diego Valeri,ARG,MFFW,32,31da63ad
2019,Florian Valot,FRA,MFFW,25,ad454d78
2019,Peter-Lee Vassell,JAM,MF,20,f757c700
2019,Brandon Vazquez,USA,FW,20,c570cf22
2019,Carlos Vela,MEX,FW,29,e0cd04e0
2019,Lucas Venuto,BRA,FW,24,6be86f3d
2019,Matías Vera,ARG,MF,23,fe529f25
2019,Jorge Villafaña,USA,DF,29,32337fb2
2019,Héctor Villalba,PAR,FWMF,24,22aecad6
2019,Sam Vines,USA,DF,19,2d6e535f
2019,Kai Wagner,GER,DF,21,fdc715d9
2019,Rodney Wallace,CRC,DF,30,4fe634dd
2019,Akeem Ward,USA,DF,23,0e854aae
2019,Kendall Waston,CRC,DF,31,02ea59b0
2019,Quentin Westberg,USA,GK,32,5480ae05
2019,Brian White,USA,FW,22,54c948de
2019,JJ Williams,USA,FW,21,d04dba18
2019,Josh Williams,USA,DF,30,06098bfc
2019,Romario Williams,JAM,FWDF,24,d961761c
2019,Eryk Williamson,USA,MFFW,21,e0364352
2019,Joe Willis,USA,GK,30,467f09c8
2019,Danny Wilson,SCO,MFDF,27,9cfe9254
2019,Henry Wingo,USA,FW,23,0362c29e
2019,Chris Wondolowski,USA,FW,36,37f46eda
2019,Andrew Wooten,USA,FW,29,dacc061c
2019,Brian Wright,CAN,FWMF,23,9d44880d
2019,Bradley Wright-Phillips,ENG,FW,33,9bb42ab8
2019,Deklan Wynne,NZL,DF,23,6088d2d9
2019,Griffin Yow,USA,FW,16,ddd5cf39
2019,Jackson Yueill,USA,MF,21,7dce16bf
2019,Wilfried Zahibo,CTA,MF,25,784ec3de
2019,Renzo Zambrano,VEN,MF,24,526bf96c
2019,Gyasi Zardes,USA,FW,27,09ae7f92
2019,Eriq Zavaleta,SLV,DF,26,edbfbb3f
2019,Gedion Zelalem,USA,MF,22,b15ac68f
2019,Rodolfo Zelaya,SLV,FW,30,a2bffddb
2019,Adrian Zendejas,MEX,GK,23,d52cd2a0
2019,Reto Ziegler,SUI,DF,33,facb3c57
2019,Walker Zimmerman,USA,DF,25,220fa883
2019,Ethan Zubak,USA,MFFW,20,9f39b6cf
2019,Graham Zusi,USA,DF,32,9ba42447
2018,Saad Abdul-Salaam,USA,DF,26,4705543b
2018,Mohammed Abu,GHA,MFDF,26,c1f17b17
2018,Lalas Abubakar,GHA,DF,23,4a67f05b
2018,David Accam,GHA,FWMF,27,f5220ece
2018,Danilo Acosta,HON,DF,20,41f720a5
2018,Kellyn Acosta,USA,MFFW,22,ece10cfe
2018,Luciano Acosta,ARG,MF,23,363ba6d7
2018,Mo Adams,ENG,MF,21,00362ef7
2018,Tyler Adams,USA,MF,18,2b09d998
2018,Fanendo Adi,NGA,FW,27,ae2dd50a
2018,Bismark Adjei-Boateng,GHA,MFDF,23,222bc419
2018,François Affolter,SUI,DF,26,3bab978e
2018,Harrison Afful,GHA,DF,31,7d8ede09
2018,Juan Agudelo,USA,FWMF,25,0cb2115f
2018,Abel Aguilar,COL,MF,33,6936b41b
2018,Stefan Aigner,GER,FW,30,17cc3f63
2018,José Aja,URU,DF,24,d47341b9
2018,Ager Aketxe,ESP,MF,24,c5eaff5c
2022,Sunusi Ibrahim,NGA,FWMF,20,796994e5
2018,Ayo Akinola,CAN,FWMF,18,214d2406
2018,Fatai Alashe,USA,MF,24,eb67fa0a
2018,Romain Alessandrini,FRA,FWMF,28,7a7610d2
2018,Eric Alexander,USA,MF,29,717d12ec
2018,Tony Alfaro,USA,DF,24,4118b12a
2018,Miguel Almirón,PAR,MFFW,23,862a1c15
2018,Osvaldo Alonso,CUB,MF,32,8449bfda
2018,Jozy Altidore,USA,FW,28,8db8ad1e
2018,Arturo Alvarez,SLV,FWMF,32,06935cfc
2018,Eloi Amagat,ESP,MF,32,12a875ce
2018,Quincy Amarikwa,USA,FWMF,30,6a9e4cc0
2018,Mikey Ambrose,USA,DFMF,24,f649d6aa
2018,Michael Amir Murillo,PAN,DF,21,349cae8f
2018,Emiliano Amor,ARG,DF,22,3fc6c051
2018,Vytas Andriuškevi?ius,LTU,DFFW,27,3eb04035
2018,Isaac Angking,PUR,FWMF,18,2c2fe2ad
2018,Jalil Anibaba,USA,DF,29,e44593b0
2018,Pablo Aránguiz,CHI,FWMF,20,a14cf2e4
2018,Victor Arboleda,COL,FW,21,4c3f49a7
2018,Luis Argudo,USA,FWMF,22,71e5d21d
2018,Samuel Armenteros,SWE,FW,27,9c8f641a
2018,Paul Arriola,USA,MFFW,22,1bb2acce
2018,Artur,BRA,MF,21,ea6803c7
2018,Yamil Asad,ARG,MFFW,23,a444689a
2018,Carlos Ascues,PER,DFMF,25,38851eb2
2018,Dairon Asprilla,COL,FWMF,25,218d336c
2018,Jeff Attinella,USA,GK,29,4277b946
2018,Eduard Atuesta,COL,MF,20,60990b81
2018,Auro,BRA,DFMF,22,b234cb0e
2018,Kwame Awuah,CAN,MFFW,22,0becbc9b
2018,Micheal Azira,UGA,MF,30,87c0db23
2018,Dominique Badji,SEN,FW,25,758ac389
2018,Corey Baird,USA,FW,22,2d0d1442
2018,Jon Bakero,ESP,MFFW,21,b7ee996f
2018,Ezequiel Barco,ARG,FWMF,18,7fa737c4
2018,Giles Barnes,JAM,FWMF,29,e663724a
2018,Michael Barrios,COL,FWMF,26,df782c79
2018,Shawn Barry,PUR,DF,27,2bfeb599
2018,Cole Bassett,USA,MF,16,2c8da8a1
2018,DaMarcus Beasley,USA,DF,35,e4d6e7d9
2018,Kyle Beckerman,USA,MF,35,3485cb96
2018,Alejandro Bedoya,USA,MF,30,9a6f8dfd
2018,Steven Beitashour,IRN,DF,30,64f1680a
2018,Louis Béland-Goyette,CAN,MFFW,22,fd1f71f5
2018,George Bello,USA,MFDF,16,aca0a525
2018,Kharlton Belmar,GRN,FWMF,25,a25e9c54
2018,Joe Bendik,USA,GK,28,c3e50b67
2018,Matt Besler,USA,DF,30,8393a973
2018,Nick Besler,USA,DFMF,24,cc9fa1a8
2018,Vincent Bezecourt,FRA,MFFW,24,06545d47
2018,David Bingham,USA,GK,28,7fd42a85
2018,Eric Bird,USA,MF,24,64b7bf0e
2018,Steve Birnbaum,USA,DF,27,26637ac8
2018,Tristan Blackmon,USA,DF,21,7f35d14e
2018,Andre Blake,JAM,GK,27,b3b21a11
2018,Sebastián Blanco,ARG,MFFW,29,4ddd0834
2018,Latif Blessing,GHA,FWMF,21,5153d32e
2018,Johan Blomberg,SWE,MFDF,30,b1794e60
2018,Anthony Blondell,VEN,FW,23,588587cc
2018,Emmanuel Boateng,GHA,FW,24,25f77a5f
2018,Fernando Bob,BRA,MF,30,d8e12b33
2018,Yannick Boli,CIV,FW,30,9004db70
2018,Alex Bono,USA,GK,23,aa28a396
2018,Stefano Bonomo,USA,FW,25,b0767366
2018,Michael Boxall,NZL,DF,29,6bfa0d3a
2018,Michael Bradley,USA,MFDF,30,fd5e3a73
2018,Shaft Brewer,USA,FW,18,7fac343b
2018,Frédéric Brillant,FRA,DF,32,5b14180f
2018,Brandt Bronico,USA,MF,22,bd4460b1
2018,Will Bruin,USA,FW,28,87a6ac29
2018,Teal Bunbury,USA,FW,27,3077fce8
2018,Marc Burch,USA,DF,33,bff42de6
2018,Cory Burke,JAM,FW,26,39fde61c
2018,Evan Bush,USA,GK,31,69a57596
2018,Gianluca Busio,USA,MF,15,4a0b7f07
2018,Handwalla Bwana,SOM,FWMF,20,b56080ee
2018,Brandon Bye,USA,DF,22,9fcd12af
2018,Víctor Cabrera,ARG,DF,24,2332941c
2018,Luís Caicedo,COL,MF,21,008ddeb9
2018,Scott Caldwell,USA,MF,26,4a54592d
2018,Alexander Callens,PER,DF,25,af34f10d
2018,Caleb Calvert,USA,FW,21,876aa017
2018,Eric Calvillo,SLV,MF,20,f984f68b
2018,Francisco Calvo,CRC,DF,25,706bd23f
2018,Rudy Camacho,FRA,DF,26,6ad16d47
2018,Jonathan Campbell,USA,DF,24,868a8f30
2018,Diego Campos,CRC,FWDF,22,fcfb671e
2018,Reggie Cannon,USA,DF,19,ad9ffc7e
2018,Russell Canouse,USA,MF,22,ec730d9a
2018,Andrew Carleton,USA,FWMF,17,53b90314
2018,Servando Carrasco,USA,MF,29,8e5cbc2b
2018,Julio Cascante,CRC,DF,24,cc120b4f
2018,Cristian Cásseres Jr.,VEN,MF,18,f86fe8c1
2018,Valentín Castellanos,ARG,FW,19,da76bab4
2018,Edgar Castillo,USA,DFMF,31,3cdde01b
2018,Darwin Cerén,SLV,MF,28,a58de3f0
2018,Maxime Chanot,LUX,DF,28,ca366055
2018,Jay Chapman,CAN,MFFW,24,3bb4d381
2018,Diego Chará,COL,MF,31,6260cc9d
2018,David Choinière,CAN,MF,20,d9f55da5
2018,Mathieu Choiniere,CAN,FWMF,18,017459bb
2018,Paul Christensen,USA,GK,21,f7927c06
2018,Michaël Ciani,FRA,DF,33,2ce3dc98
2018,Laurent Ciman,BEL,DF,32,5113d9a7
2018,Ricardo Clark,USA,MF,34,1bf7f157
2018,Steve Clark,USA,GK,31,ed6320b7
2018,Stefan Cleveland,USA,GK,23,873fdbdf
2018,Ashley Cole,ENG,DFMF,37,be091289
2018,Elliot Collier,NZL,FWMF,22,5804f03b
2018,Aurélien Collin,FRA,DF,31,a4631166
2018,Cristian Colmán,PAR,FW,23,c896354b
2018,Josué Colmán,PAR,FW,19,9603d928
2018,Kip Colvey,NZL,DFMF,23,216b7b86
2018,Simon Colyn,CAN,MF,15,5a3b5a26
2018,Tomás Conechny,ARG,FWMF,19,f61143dd
2018,Drew Conner,USA,MFDF,23,87744c26
2018,Warren Creavalle,USA,MF,27,ac4e49fa
2018,Alex Crognale,USA,FWDF,23,1169c5eb
2018,Yohan Croizet,FRA,MFFW,25,dc303a48
2018,Harold Cummings,PAN,DF,25,d3aa261b
2018,Aidan Daniels,CAN,DF,19,3b119e8e
2018,Abu Danladi,GHA,FW,22,507383d1
2018,Juan David Cabezas,COL,MF,26,4ea22d91
2018,Alphonso Davies,CAN,FWMF,17,d781d855
2018,Sean Davis,USA,MF,24,cb75cac9
2018,Christian Dean,USA,DF,24,8c2098b6
2018,A.J. DeLaGarza,GUM,DF,30,171b3c37
2018,Antonio Delamea Mlinar,SVN,DF,26,31a14bb4
2018,Jordy Delem,MTQ,MFDF,24,12e3a5f4
2018,Nick DeLeon,USA,DF,27,21490b0d
2018,Marky Delgado,USA,MF,22,7f6a25b7
2018,Clint Dempsey,USA,MFFW,34,523d9de6
2018,Gregory van der Wiel,NED,DF,29,2fb3ad46
2018,Tyler Deric,USA,GK,29,8a37dd84
2018,Mauro Díaz,ARG,MFFW,26,5b96081a
2018,Claude Dielna,GLP,DF,30,aa862ba0
2018,Adama Diomande,NOR,FW,27,336dbcb2
2018,Bo?ek Do?kal,CZE,MF,29,5eb77bef
2018,Marco Donadel,ITA,DFMF,34,3169af41
2018,Giovani dos Santos,MEX,MFFW,28,7dba6233
2018,Jonathan dos Santos,MEX,MF,27,91872dec
2018,Kyle Duncan,USA,DF,20,575e6cb1
2018,Julian Dunn-Johnson,CAN,DF,17,220b5800
2018,Chris Durkin,USA,MF,17,0ffd4373
2018,Chris Duvall,USA,DF,26,39fae08b
2018,Dom Dwyer,USA,FW,27,bdfc15f8
2018,Jeremy Ebobisse,USA,FW,20,5fa7b2ec
2018,Earl Edwards Jr.,USA,GK,26,10f6f942
2018,Raheem Edwards,CAN,FWMF,22,b828d56a
2018,Alberth Elis,HON,FW,21,104b4ad3
2018,Jack Elliott,ENG,DF,22,041deebd
2018,Kevin Ellis,USA,DFFW,26,93410fdb
2018,Marcus Epps,USA,FW,23,7bb23f0e
2018,Magnus Eriksson,SWE,MFFW,27,5571f8b5
2018,Fidel Escobar,PAN,DF,23,4991ec66
2018,Franco Escobar,ARG,DF,22,54f33d0e
2018,Roger Espinoza,HON,MF,31,60b7c195
2018,Derrick Etienne,HAI,FW,21,59059f1e
2018,Fabinho,BRA,DF,32,4e3a17fc
2018,Diego Fagúndez,URU,MFFW,22,fe81682e
2018,Rod Fanni,FRA,DF,36,28c4631c
2018,Marco Farfan,USA,DFFW,19,cfc68595
2018,Andrew Farrell,USA,DF,25,71eda165
2018,Benny Feilhaber,USA,MF,33,7ed107b1
2018,Felipe,BRA,MF,27,2415bd0a
2018,Luis Felipe,BRA,MF,22,a07caf31
2018,Rolf Feltscher,VEN,DF,27,27baf026
2018,Gerso Fernandes,GNB,FW,26,43cbe937
2018,Luiz Fernando,BRA,MF,22,a908f2c2
2018,Jesus Ferreira,USA,FW,17,f61246d8
2018,Maynor Figueroa,HON,DF,34,d8524b21
2018,Ethan Finlay,USA,FW,27,c16a59af
2018,Oniel Fisher,JAM,DF,26,ed5fdca6
2018,Andrés Flores,SLV,MF,27,67c11728
2018,Anthony Fontana,USA,MF,18,1f34358e
2018,Andreu Fontàs,ESP,DF,28,0f138d5a
2018,Kortne Ford,USA,DF,22,552a7707
2018,Waylon Francis,CRC,DFFW,27,a3a1849f
2018,Sean Franklin,USA,DF,32,a2cb3f2c
2018,Liam Fraser,CAN,MFFW,19,d784062b
2018,Stefan Frei,SUI,GK,31,1d0a0f3e
2018,Alejandro Fuenmayor,VEN,DF,21,77edb7ec
2018,Gilbert Fuentes,USA,MF,15,a0f5470d
2018,Omar Gaber,EGY,FWDF,26,05b41351
2018,Ray Gaddis,USA,DF,28,8348b24d
2018,Boniek García,HON,MF,33,889ce425
2018,Kevin Garcia,USA,DF,27,bb978f2b
2018,Greg Garza,USA,DFMF,26,5ae88d65
2018,Shkëlzen Gashi,ALB,FWMF,29,5bc0c164
2018,Ali Ghazal,EGY,MFDF,25,5e8a3e39
2018,Luis Gil,USA,MFFW,24,eda19e9e
2018,Sebastian Giovinco,ITA,FW,31,2b7c18ae
2018,Justen Glad,USA,DF,20,5b768b0f
2018,Jake Gleeson,NZL,GK,27,31539d1e
2018,Aníbal Godoy,PAN,MF,27,2d496ca3
2018,Alexi Gómez,PER,FWMF,24,a3f159c9
2018,Jesse Gonzalez,MEX,GK,22,203a7651
2018,Leandro González Pirez,ARG,DF,25,5ba1112c
2018,Alan Gordon,USA,FWMF,36,853a8241
2018,Mike Grella,USA,FW,31,996c5a04
2018,Julian Gressel,GER,MFDF,24,acd47bc0
2018,Adam Grinwis,USA,GK,25,0d3f30b9
2018,Carlos Gruezo,ECU,MF,22,f2dd9a21
2018,Felipe Gutiérrez,CHI,MF,27,80ae314a
2018,Brad Guzan,USA,GK,33,d899e3bf
2018,David Guzmán,CRC,MF,27,bb62beaa
2018,Nick Hagglund,USA,DF,25,39632554
2018,Marlon Hairston,USA,DFMF,23,1d531c57
2018,Bill Hamid,USA,GK,27,012fc030
2018,Jordan Hamilton,CAN,FWMF,21,d80a3a57
2018,Niko Hansen,DEN,FW,23,9bebd450
2018,Ian Harkes,USA,MFFW,22,73fdc4c2
2018,Jordan Harvey,USA,DF,34,bb78f8a5
2018,Nicolas Hasler,LIE,DFMF,26,bac7a52f
2018,Guillermo Hauché,ARG,FWDF,24,05ff2f3a
2018,Jacori Hayes,USA,MF,22,d2173b7b
2018,Harrison Heath,USA,MFFW,21,af08fa5f
2018,Matt Hedges,USA,DF,27,5e2a4d0e
2018,Adam Henley,WAL,DFFW,23,f50cf139
2018,Doneil Henry,CAN,DF,24,22636117
2018,Fabian Herbers,GER,FWMF,24,5cbf5ccd
2018,Zachary Herivaux,HAI,MFDF,21,a2118e42
2018,Jason Hernandez,PUR,DF,34,19633fcb
2018,José Hernández,VEN,DF,20,ab0abffd
2018,Aaron Herrera,USA,DF,20,d86e3070
2018,Yangel Herrera,VEN,MF,20,e778654a
2018,Federico Higuaín,ARG,MF,33,ef8fc24c
2018,Cristian Higuita,COL,MF,24,0f31b38b
2018,Tomas Hilliard-Arce,USA,DF,22,0d27c86c
2018,Danny Hoesen,NED,FW,27,5ef1939b
2018,Ryan Hollingshead,USA,DF,26,28b58797
2018,David Horst,USA,DF,32,10d5ee91
2018,André Horta,POR,MF,21,951f1739
2018,Cédric Hountondji,BEN,DF,24,00891164
2018,Tim Howard,USA,GK,38,c444465e
2018,Erik Hurtado,USA,FWMF,27,b11e6f2b
2018,Baggio Husidi?,BIH,MFFW,30,a4db2cd1
2018,Jahmir Hyka,ALB,MFFW,29,844dc9d7
2018,Miguel Ibarra,USA,FWMF,27,f6756592
2018,Romario Ibarra,ECU,FWMF,23,b494ccf5
2018,Sebastien Ibeagha,USA,DF,26,41ba8175
2018,Bernie Ibini-Isei,AUS,MFFW,25,afdad265
2018,Zlatan Ibrahimovi?,SWE,FW,36,4cde5509
2018,Ibson,BRA,MF,34,8a7c22ca
2018,Ilsinho,BRA,FWMF,32,aa8683ae
2018,Jo Inge Berget,NOR,FWMF,27,f512a009
2018,Clint Irwin,USA,GK,28,c1205184
2018,Andreas Ivan,ROU,FW,23,8bf58a80
2018,R. J. Allen,USA,DF,27,04dd366f
2018,Niki Jackson,USA,FWMF,22,c194d248
2018,Anthony Jackson-Hamel,CAN,FW,24,c9871e2b
2018,Modou Jadama,USA,DF,23,0cbd9569
2018,Adam Jahn,USA,FWMF,27,6afa14fb
2018,Dejan Jakovic,CAN,DF,32,01d36542
2018,Bradford Jamieson IV,USA,MFFW,21,21996ff4
2018,Lucas Janson,ARG,FWMF,23,f3f2db7a
2018,Jared Jeffrey,USA,MFFW,27,90259d59
2018,Hector Jiménez,USA,DF,29,2dc1e90e
2018,Daniel Johnson,USA,DFFW,22,c91b5155
2018,Sean Johnson,USA,GK,28,c164335e
2018,Will Johnson,CAN,MFDF,31,83d80410
2018,Derrick Jones,USA,MF,20,93c92d6c
2018,Marcel de Jong,CAN,DF,31,ff89334e
2018,Efraín Juárez,MEX,MF,29,8c1b4056
2018,Florian Jungwirth,GER,DFMF,29,f179c207
2018,Kaku,PAR,MF,23,cb01ad74
2018,Brent Kallman,USA,DF,27,2b24702b
2018,Kei Kamara,SLE,FW,33,6e3f3809
2018,Ola Kamara,NOR,FW,28,e134351a
2018,Alec Kann,USA,GK,27,4a8af93c
2018,Johan Kappelhof,NED,DF,27,465015a5
2018,Guram Kashia,GEO,DF,30,a81f4896
2018,Aleksandar Katai,SRB,FWMF,26,d5127c3f
2018,Mark-Anthony Kaye,CAN,MF,23,36a38acd
2018,Kim Kee-hee,KOR,DF,28,46c6ba76
2018,Dane Kelly,JAM,MF,26,0ff79542
2018,Jon Kempin,USA,GK,24,063adc5e
2018,Perry Kitchen,USA,MF,25,19ec49ee
2018,Emrah Klimenta,MNE,DF,26,2d1a053d
2018,Sacha Kljestan,USA,MFFW,32,73682895
2018,Brad Knighton,USA,GK,32,9903a3cb
2018,Aaron Kovar,USA,FWMF,24,c08ff22d
2018,Kevin Kratz,GER,MFFW,31,efb1f5cf
2018,Damir Kreilach,CRO,MFFW,28,068be155
2018,Ken Krolicki,USA,MF,21,067ea004
2018,Ethan Kutler,USA,DFFW,22,ad459a23
2018,Wan Kuzain,MAS,MF,19,599cabcc
2018,Connor Lade,USA,DF,28,3629e2e6
2018,Roland Lamah,BEL,FWMF,30,336a36fb
2018,Matt Lampson,USA,GK,28,44a7dc84
2018,Jeff Larentowicz,USA,MFDF,34,0c3f9d7f
2018,Richie Laryea,CAN,MFFW,23,276fdbe4
2018,Ariel Lassiter,CRC,FW,23,bd7b916c
2018,Kemar Lawrence,JAM,DF,25,80be3efe
2018,Kelvin Leerdam,SUR,DF,27,d8b47705
2018,Michael de Leeuw,NED,FWMF,31,4ff1c40c
2018,Brooks Lennon,USA,DF,20,ec80ba72
2018,Leonardo,BRA,DF,29,5cd8318a
2018,Brett Levis,CAN,DF,24,b338a233
2018,Jonathan Lewis,USA,FWMF,20,2501eb59
2018,Grant Lillard,USA,DF,22,2fcc0f5f
2018,Nick Lima,USA,DF,23,959686eb
2018,Cameron Lindley,USA,MF,20,f03a0471
2018,Jaylin Lindsey,USA,DF,17,83cb6e59
2018,Sebastian Lletget,USA,MF,25,73019c31
2018,Cristian Lobato,ESP,DFFW,28,a7ac9c6d
2018,Nicolás Lodeiro,URU,MFFW,28,fe81d0d1
2018,Aaron Long,USA,DF,25,46b89640
2018,Luis López Fernández,HON,GK,24,69ed2fcc
2018,Ricky Lopez-Espin,USA,FW,22,8924f8d3
2018,Daniel Lovitz,USA,DF,26,db97d838
2018,Jorge Luis Corrales,CUB,DF,26,bb67b6b0
2018,Luis Silva,MEX,FW,29,0a8be4f8
2018,Adam Lundqvist,SWE,DF,23,91769a24
2018,Larrys Mabiala,COD,DF,30,5bdec47f
2018,Adolfo Machado,PAN,DF,32,fc29a3a8
2018,Cristhian Machado,BOL,MF,27,9351aad5
2018,Zac MacMath,USA,GK,26,06caac45
2018,Calum Mallace,SCO,MFFW,28,5767fe13
2018,Connor Maloney,USA,DF,22,05ad7458
2018,Michael Mancienne,SEY,DF,30,2db3ae0a
2018,Matteo Mancosu,ITA,FW,33,235fab68
2018,Carter Manley,USA,DF,21,a99e9900
2018,Mauro Manotas,COL,FW,22,89a5efd3
2018,J.T. Marcinkowski,USA,GK,20,977791f4
2018,Stefan Marinovic,NZL,GK,26,581cfcab
2018,Chad Marshall,USA,DF,33,ba82008e
2018,Collin Martin,USA,MFFW,23,027c0f1a
2018,Cristian Martínez,PAN,FW,20,fdb15495
2018,Enzo Martínez,URU,MF,27,e41bbc5d
2018,Josef Martínez,VEN,FW,24,e73f0aa1
2018,Tomás Martínez,ARG,MF,22,cc6cf17f
2018,Joe Mason,IRL,FWMF,26,9d998751
2018,Rónald Matarrita,CRC,DFFW,23,491862dd
2018,Darren Mattocks,JAM,FW,27,b9b461b9
2018,Aaron Maund,TRI,DF,27,c1ea57e4
2018,Jimmy Maurer,USA,GK,29,ca1c6f3d
2018,Chris Mavinga,COD,DF,26,fda36cfb
2018,Olivier Mbaizo,CMR,DF,20,f6315619
2018,Jack McBean,USA,FW,23,4ab546dd
2018,Chris McCann,IRL,DFMF,30,a6fdaa90
2022,Tesho Akindele,CAN,FW,30,897304e5
2018,Dax McCarty,USA,MF,30,b74e58c0
2018,Jordan McCrary,USA,DF,24,477ccde0
2018,Mark McKenzie,USA,DF,18,a5f5d094
2018,Patrick McLain,USA,GK,29,271b1811
2018,Thomas McNamara,USA,MFFW,26,ab36595d
2018,Ryan Meara,USA,GK,27,18f0723b
2018,Tyrone Mears,JAM,DF,34,6f34d0b5
2018,Jesús Medina,PAR,FWMF,20,7c4628c4
2018,Jimmy Medranda,COL,DFMF,23,6f7ac622
2018,Haris Medunjanin,BIH,MF,32,de5d5d41
2018,Lucas Melano,ARG,FWMF,24,d7cca61a
2018,Tim Melia,USA,GK,31,cc741f50
2018,Jonathan Mensah,GHA,DF,27,8087e6cb
2018,Justin Meram,IRQ,FW,29,ae34c71d
2018,Bryan Meredith,USA,GK,28,e224e90f
2018,Nicolás Mezquida,URU,FWMF,26,00b629e1
2018,Djordje Mihailovic,USA,MFFW,19,83cf9719
2018,Eric Miller,USA,DFMF,25,c0593f5d
2018,Tyler Miller,USA,GK,24,7827a6b3
2018,Ben Mines,USA,FW,17,a3c6fd0e
2018,Mariano Miño,ARG,FW,23,d56335c3
2018,Bruno Miranda,BOL,MF,19,4133bfbf
2018,Kevin Molino,TRI,MF,27,371645ca
2018,Mohamed El Monir,LBY,DF,25,2aa8fc33
2018,Drew Moor,USA,DF,34,220cf869
2018,Joseph Mora,CRC,DF,25,2af71023
2018,Maximiliano Moralez,ARG,MFFW,30,f99f37fc
2018,Junior Moreno,VEN,MF,24,5dcb4ac4
2018,Ashtone Morgan,CAN,DFMF,26,caece619
2018,Justin Morrow,USA,DFMF,30,0bee5512
2018,João Moutinho,POR,DF,20,a0aee24e
2018,Yura Movsisyan,ARM,FWMF,30,a533bf02
2018,Chris Mueller,USA,FWMF,21,a5334099
2018,Luke Mulholland,ENG,MF,29,c1a723ec
2018,Patrick Mullins,USA,MFFW,25,a03a84d3
2018,Jordon Mutch,ENG,MFFW,26,37c408cc
2018,Alex Muyl,USA,FWMF,22,2c1025bf
2018,Darlington Nagbe,USA,MF,27,6219c704
2018,Hassan Ndam,CMR,DF,19,148f3d0f
2018,Lamar Neagle,USA,FWMF,30,36e2518d
2018,Anton Nedyalkov,BUL,DF,24,244a31b9
2018,Krisztián Németh,HUN,FW,29,e1f5275f
2018,Jake Nerwinski,USA,DF,23,2b5801d0
2018,Lee Nguyen,USA,MFFW,31,35feb4cd
2018,Sam Nicholson,SCO,FWMF,23,8c8ac996
2018,Nemanja Nikoli?,HUN,FW,30,e24a8b47
2018,Shane O'Neill,USA,DF,24,a62a56b4
2018,Jimmy Ockford,USA,DF,25,52743db1
